Id	S	P	O	Found In	Section	Anchor	Kind of match	Text Segment	Anchor-URI
8029	Juliana Awada	Spouse	Mauricio Macri	Section	1.1	Mauricio Macri	exact	Awada and Mauricio Macri	http://nif.dbpedia.org/wiki/en/Juliana_Awada?dbpv=2016-10&nif=phrase&char=1444,1458
8029	Juliana Awada	Spouse	Mauricio Macri	Section	2	Mauricio Macri	exact	In the 2015 presidential elections held on October 25, Mauricio Macri	http://nif.dbpedia.org/wiki/en/Juliana_Awada?dbpv=2016-10&nif=phrase&char=1829,1843
8029	Juliana Awada	Spouse	Mauricio Macri	Abstract	0	Mauricio Macri	exact	She is the current First Lady of Argentina, married to the 53rd President of Argentina, Mauricio Macri	http://nif.dbpedia.org/wiki/en/Juliana_Awada?dbpv=2016-10&nif=phrase&char=269,283
8030	Urszula Dudziak	Spouse	Michał Urbaniak	Abstract	0	Michał Urbaniak	exact	Urszula Bogumiła Dudziak-Urbaniak (born 22 October 1943) is a leading Polish jazz vocalist. She has worked with artists such as Krzysztof Komeda, Michał Urbaniak	http://nif.dbpedia.org/wiki/en/Urszula_Dudziak?dbpv=2016-10&nif=phrase&char=146,161
8030	Urszula Dudziak	Spouse	Michał Urbaniak	Section	2	Michał Urbaniak	exact	Dudziak and Michał Urbaniak	http://nif.dbpedia.org/wiki/en/Urszula_Dudziak?dbpv=2016-10&nif=phrase&char=1513,1528
8035	Paul Draper (dancer)	Spouse	Heidi Vosseler	Section	5	Heidi Vosseler	exact	Draper married Heidi Vosseler	http://nif.dbpedia.org/wiki/en/Paul_Draper_(dancer)?dbpv=2016-10&nif=phrase&char=7018,7032
8036	Stanley Lombardo	Spouse	Judith Roitman	Section	1	Judith Roitman	exact	Lombardo is a Zen Buddhist. Along with his wife, Judith Roitman	http://nif.dbpedia.org/wiki/en/Stanley_Lombardo?dbpv=2016-10&nif=phrase&char=1229,1243
8036	Stanley Lombardo	Spouse	Judith Roitman	Section	2	Judith Roitman	exact	 * Works and Days and Theogony (1993) Hackett Publishing Company. ISBN 978-0-87220-179-8   * Tao Te Ching (1993) Hackett Publishing Company. ISBN 978-0-87220-232-0   * Sky Signs: Aratus' Phaenomena (1983) North Atlantic Books. ISBN 978-0-938190-15-8   * Sappho's Poems and Fragments (2002) Hackett Publishing Company. ISBN 978-0-87220-591-8   * Protagoras (1992) Hackett Publishing Company. ISBN 978-0-87220-094-4   * Parmenides and Empedocles (1982) Grey Fox Press. ISBN 978-0-912516-66-0   * Iliad (2006) (Audiobook) Parmenides Publishing. ISBN 978-1-930972-08-7   * Iliad (1997) Hackett Publishing Company. ISBN 0-87220-352-2   * The Essential Iliad (2006) (Audiobook) Parmenides Publishing. ISBN 978-1-930972-12-4   * The Essential Iliad (2000) Hackett Publishing Company. ISBN 978-0-87220-542-0   * The Essential Homer (2006) (Audiobook) Parmenides Publishing. ISBN 978-1-930972-10-0   * The Essential Homer (2000) Hackett Publishing Company. ISBN 978-0-87220-540-6   * The Essential Aeneid (2006) Hackett Publishing Company. ISBN 978-0-87220-791-2   * Odyssey (2006) (Audiobook) Parmenides Publishing. ISBN 978-1-930972-06-3   * Odyssey (2000) Hackett Publishing Company. ISBN 978-0-87220-485-0   * Callimachus: Hymns, Epigrams, Select Fragments, with Diane Rayor (1987) Johns Hopkins University Press. ISBN 978-0-8018-3281-9   * Aeneid (2005) Hackett Publishing Company. ISBN 978-0-87220-732-5   * Zen Source Book, with Stephen Addiss and Judith Roitman	http://nif.dbpedia.org/wiki/en/Stanley_Lombardo?dbpv=2016-10&nif=phrase&char=2756,2770
8037	Sigi Ziering	Spouse	Marilyn Ziering	Section	1.5	Marilyn Ziering	exact	He married Marilyn Ziering	http://nif.dbpedia.org/wiki/en/Sigi_Ziering?dbpv=2016-10&nif=phrase&char=3840,3855
8038	Maria Antonia Koháry de Csábrág	Spouse	Prince Ferdinand of Saxe-Coburg and Gotha	Section	2	Prince Ferdinand of Saxe-Coburg and Gotha	exact	 * Prince Ferdinand of Saxe-Coburg and Gotha	http://nif.dbpedia.org/wiki/en/Maria_Antonia_Koháry_de_Csábrág?dbpv=2016-10&nif=phrase&char=2547,2588
8038	Maria Antonia Koháry de Csábrág	Spouse	Prince Ferdinand of Saxe-Coburg and Gotha	Section	1	Prince Ferdinand of Saxe-Coburg and Gotha	exact	On 30 November 1815, in Vienna, she married Prince Ferdinand of Saxe-Coburg and Gotha	http://nif.dbpedia.org/wiki/en/Maria_Antonia_Koháry_de_Csábrág?dbpv=2016-10&nif=phrase&char=1666,1707
8039	Saif Ali Khan	Spouse	Kareena Kapoor	Abstract	0	Kareena Kapoor	exact	Khan is the recipient of several accolades, including a National Film Award and six Filmfare Awards, and received the Padma Shri, the fourth highest Indian civilian award, in 2010. He has been noted for his performances in a range of film genres—from crime dramas to thrillers and occasional romances—and his film roles have been credited with contributing to a change in the concept of a Hindi film hero. Divorced from the actress Amrita Singh with whom he has two children, Khan has been married to the actress Kareena Kapoor	http://nif.dbpedia.org/wiki/en/Saif_Ali_Khan?dbpv=2016-10&nif=phrase&char=1910,1924
8039	Saif Ali Khan	Spouse	Kareena Kapoor	Section	2.3	Kareena Kapoor	exact	In 2009, Khan appeared in the romantic drama Sanam Teri Kasam, a production that had been delayed since 2000. The film garnered negative reviews and poor box office returns. Khan's role was small, and not well received. He next released his company's first project: Love Aaj Kal (2009), a romantic drama from the writer-director Imtiaz Ali. Featured opposited Deepika Padukone, the film documented the changing value of relationships among the youth, and Khan played dual roles—the younger part of Rishi Kapoor's character (Veer Singh) and Jai Vardhan Singh, an ambitious architect. Love Aaj Kal received mostly positive reviews by critics and became one of the highest-grossing films of the year, earning over ₹1 billion (US$15 million) worldwide. Gaurav Malani of The Economic Times described his performance as "refreshing natural" and "outstanding". At the 55th Filmfare Awards, the feature was nominated for Best Film and Khan received an additional nomination for Best Actor. He then starred in the dramatic thriller Kurbaan, alongside Kareena Kapoor	http://nif.dbpedia.org/wiki/en/Saif_Ali_Khan?dbpv=2016-10&nif=phrase&char=20264,20278
8040	Hugh Williams	Spouse	Margaret Vyner	Section	1.1	Margaret Vyner	exact	 * Gwynne Whitby (1925–1940) (two children)  * Loo Williams  * Prue Williams  * Margaret Vyner	http://nif.dbpedia.org/wiki/en/Hugh_Williams?dbpv=2016-10&nif=phrase&char=1041,1055
8042	Tanja Karpela	Spouse	Olli Saarela	Section	2	Olli Saarela	exact	On 21 May 2006, Karpela married film director Olli Saarela	http://nif.dbpedia.org/wiki/en/Tanja_Karpela?dbpv=2016-10&nif=phrase&char=2105,2117
8044	Stephanie Herseth Sandlin	Spouse	Max Sandlin	Abstract	0	Max Sandlin	exact	Stephanie Marie Herseth Sandlin (born December 3, 1970) is an attorney who served as the Democratic U.S. Representative for South Dakota's at-large congressional district from 2004 until 2011. She was first elected to Congress in a special election in June 2004, and was re-elected three times before losing her seat in Congress to Republican Kristi Noem in 2010. She was the youngest female member of the House, and the first woman elected to the House of Representatives from South Dakota. Before her 2007 marriage to Max Sandlin	http://nif.dbpedia.org/wiki/en/Stephanie_Herseth_Sandlin?dbpv=2016-10&nif=phrase&char=520,531
8044	Stephanie Herseth Sandlin	Spouse	Max Sandlin	Section	6	Max Sandlin	exact	Stephanie Herseth married Max Sandlin	http://nif.dbpedia.org/wiki/en/Stephanie_Herseth_Sandlin?dbpv=2016-10&nif=phrase&char=7773,7784
8044	Stephanie Herseth Sandlin	Spouse	Max Sandlin	Section	4.4	Max Sandlin	exact	During the campaign, Noem also criticized Herseth Sandlin's husband, Max Sandlin	http://nif.dbpedia.org/wiki/en/Stephanie_Herseth_Sandlin?dbpv=2016-10&nif=phrase&char=6177,6188
8045	Richie Aprile	Spouse	Janice Soprano	Abstract	0	Janice Soprano	exact	Richie is one of the most ruthless characters on the show; he is impulsively violent, callous, irascible, and greedy. He made his first appearance in season two, recently released from a ten-year prison sentence, and soon began to cause trouble. Feeling disrespected by Beansie Gaeta, Richie ran him over with his car, leaving him unable to walk. There was continual tension between Richie and Tony Soprano, who was younger and had been subordinate to Richie before his prison term, but who was now boss of the family. He also rekindled an old relationship with Tony's sister Janice Soprano	http://nif.dbpedia.org/wiki/en/Richie_Aprile?dbpv=2016-10&nif=phrase&char=790,804
8045	Richie Aprile	Spouse	Janice Soprano	Section	1	Janice Soprano	exact	Richie and Janice Soprano	http://nif.dbpedia.org/wiki/en/Richie_Aprile?dbpv=2016-10&nif=phrase&char=3942,3956
8046	Tatyana Golikova	Spouse	Viktor Khristenko	Section	2	Viktor Khristenko	exact	Golikova is married to Viktor Khristenko	http://nif.dbpedia.org/wiki/en/Tatyana_Golikova?dbpv=2016-10&nif=phrase&char=1374,1391
8047	Tina Sinatra	Spouse	Wes Farrell	Section	3	Wes Farrell	exact	In 1974 Sinatra married the musician Wes Farrell	http://nif.dbpedia.org/wiki/en/Tina_Sinatra?dbpv=2016-10&nif=phrase&char=2057,2068
8049	Prince Eitel Friedrich of Prussia	Spouse	Duchess Sophia Charlotte of Oldenburg	Section	1	Duchess Sophia Charlotte of Oldenburg	exact	On 27 February 1906, Prince Eitel married Duchess Sophia Charlotte of Oldenburg	http://nif.dbpedia.org/wiki/en/Prince_Eitel_Friedrich_of_Prussia?dbpv=2016-10&nif=phrase&char=322,359
8053	James Earl Jones	Spouse	Cecilia Hart	Section	3	Cecilia Hart	exact	Jones married American actress/singer Julienne Marie in 1968, whom he met while performing as Othello in 1964. They had no children, and divorced in 1972. Since 1982 he has been married to actress Cecilia Hart	http://nif.dbpedia.org/wiki/en/James_Earl_Jones?dbpv=2016-10&nif=phrase&char=16414,16426
8055	Mathilde Kschessinska	Spouse	Grand Duke Andrei Vladimirovich of Russia	Section	6	Grand Duke Andrei Vladimirovich of Russia	exact	After the Russian Revolution, Kschessinska moved first to the French Riviera and then to Paris, where she married, in 1921, one of the tsar's cousins, Grand Duke Andrei Vladimirovich of Russia	http://nif.dbpedia.org/wiki/en/Mathilde_Kschessinska?dbpv=2016-10&nif=phrase&char=6150,6191
8055	Mathilde Kschessinska	Spouse	Grand Duke Andrei Vladimirovich of Russia	Abstract	0	Grand Duke Andrei Vladimirovich of Russia	exact	Mathilda-Marie Feliksovna Kschessinskaya (Polish: Matylda Maria Krzesińska, Russian: Матильда Феликсовна Кшесинская; 31 August [O.S. 19 August] 1872 – 6 December 1971; also known as Her Serene Highness Princess Romanovskaya-Krasinskaya from 1935) was a Russian ballerina from a family of Polish origin. Her father Feliks Krzesiński and her brother both danced in St. Petersburg. She was a mistress of the future Tsar Nicholas II of Russia prior to his marriage, and later the wife of his cousin Grand Duke Andrei Vladimirovich of Russia	http://nif.dbpedia.org/wiki/en/Mathilde_Kschessinska?dbpv=2016-10&nif=phrase&char=495,536
8056	William Brownfield	Spouse	Kristie Kenney	Section	2	Kristie Kenney	exact	Brownfield is married to Kristie Kenney	http://nif.dbpedia.org/wiki/en/William_Brownfield?dbpv=2016-10&nif=phrase&char=2429,2443
8058	Emperor Xuan of Northern Zhou	Spouse	Yang Lihua	Section	6	Yang Lihua	exact	 *  Father  *  Emperor Wu of Northern Zhou  *  Mother  *  Consort Li Ezi  *  Wife  *  Yang Lihua	http://nif.dbpedia.org/wiki/en/Emperor_Xuan_of_Northern_Zhou?dbpv=2016-10&nif=phrase&char=12829,12840
8058	Emperor Xuan of Northern Zhou	Spouse	Yang Lihua	Section	2	Yang Lihua	exact	In 573, Yuwen Yun married Yang Lihua	http://nif.dbpedia.org/wiki/en/Emperor_Xuan_of_Northern_Zhou?dbpv=2016-10&nif=phrase&char=1811,1821
8058	Emperor Xuan of Northern Zhou	Spouse	Yang Lihua	Abstract	0	Yang Lihua	exact	Emperor Xuan of Northern Zhou ((北)周宣帝) (559–580), personal name Yuwen Yun (宇文贇), courtesy name Qianbo (乾伯), was an emperor of the Xianbei dynasty Northern Zhou. He was known in history as an erratic and wasteful ruler, whose actions greatly weakened the Northern Zhou regime. As part of that erratic behavior, he passed the throne to his son Emperor Jing in 579, less than a year after taking the throne, and subsequently entitled not only his wife Yang Lihua	http://nif.dbpedia.org/wiki/en/Emperor_Xuan_of_Northern_Zhou?dbpv=2016-10&nif=phrase&char=449,459
8061	Stephen Reid (writer)	Spouse	Susan Musgrave	Abstract	0	Susan Musgrave	exact	Born in Massey, Ontario, Reid began writing in 1984 while serving a 21-year prison sentence at the Kent Institution in Agassiz, British Columbia. During his first sentence, Reid submitted a manuscript to Susan Musgrave	http://nif.dbpedia.org/wiki/en/Stephen_Reid_(writer)?dbpv=2016-10&nif=phrase&char=204,218
8062	Jóhanna Sigurðardóttir	Spouse	Jónína Leósdóttir	Section	3	Jónína Leósdóttir	exact	After their divorce in 1987, she joined in a civil union with Jónína Leósdóttir	http://nif.dbpedia.org/wiki/en/Jóhanna_Sigurðardóttir?dbpv=2016-10&nif=phrase&char=10615,10632
8063	Sweyn III of Denmark	Spouse	Adela of Meissen	Section	2	Adela of Meissen	exact	In 1152, Sweyn married Adela of Meissen	http://nif.dbpedia.org/wiki/en/Sweyn_III_of_Denmark?dbpv=2016-10&nif=phrase&char=3608,3624
8064	Ellie Woodcomb	Spouse	Devon Woodcomb	Section	1	Devon Woodcomb	exact	Eleanor Faye Bartowski was born to Stephen and Mary Bartowski in 1978. With the exception of her younger brother, Chuck (Zachary Levi), little was initially known about the Bartowski family beyond that their mother left them when they were younger (Chuck was in the fifth grade) and that their father was "never really there." Her father, Stephen J. Bartowski, first appeared in the episode "Chuck Versus the Dream Job." Ellie attended and graduated from UCLA Medical School, where she met and went to school with her future husband, Devon Woodcomb	http://nif.dbpedia.org/wiki/en/Ellie_Woodcomb?dbpv=2016-10&nif=phrase&char=731,745
8066	Hemant Joshi	Spouse	Manjari Joshi	Abstract	0	Manjari Joshi	exact	He has been elected a member of International Council of IAMCR for next four years in its Annual General body Meeting held at Stockholm, Sweden in 2008. Famous TV News Reader Manjari Joshi	http://nif.dbpedia.org/wiki/en/Hemant_Joshi?dbpv=2016-10&nif=phrase&char=1119,1132
8067	Bonar Colleano	Spouse	Tamara Lees	Section	3	Tamara Lees	exact	He was from a well known Australian circus family and was a nephew of Con Colleano, the first tightrope walker to perform a forward somersault on the wire. In 1946, he married actress Tamara Lees	http://nif.dbpedia.org/wiki/en/Bonar_Colleano?dbpv=2016-10&nif=phrase&char=1221,1232
8069	Lady Margaret Butler	Spouse	William Boleyn	Section	1	William Boleyn	exact	In 1465 Margaret married Sir William Boleyn	http://nif.dbpedia.org/wiki/en/Lady_Margaret_Butler?dbpv=2016-10&nif=phrase&char=1398,1412
8069	Lady Margaret Butler	Spouse	William Boleyn	Abstract	0	William Boleyn	exact	Lady Margaret Butler (c. 1454  – 1539) was an Irish noblewoman, the daughter and co-heiress of Thomas Butler, 7th Earl of Ormond. She married Sir William Boleyn	http://nif.dbpedia.org/wiki/en/Lady_Margaret_Butler?dbpv=2016-10&nif=phrase&char=146,160
8071	John Devereux, 1st Baron Devereux	Spouse	Margaret de Vere	Section	3	Margaret de Vere	exact	He married about 1377 Margaret de Vere	http://nif.dbpedia.org/wiki/en/John_Devereux,_1st_Baron_Devereux?dbpv=2016-10&nif=phrase&char=4233,4249
8072	Vendela Kirsebom	Spouse	Olaf Thommessen	Section	3	Olaf Thommessen	exact	In 1996, Kirsebom married Norwegian politician Olaf Thommessen	http://nif.dbpedia.org/wiki/en/Vendela_Kirsebom?dbpv=2016-10&nif=phrase&char=1631,1646
8074	Anna Fricke	Spouse	Jeremy Carver	Abstract	0	Jeremy Carver	exact	Anna Fricke is an American television writer and producer best known for her work on shows like Dawson's Creek, Everwood, Men in Trees and Privileged and as the co-creator of the North American version of Being Human. She is married to her co-creator Jeremy Carver	http://nif.dbpedia.org/wiki/en/Anna_Fricke?dbpv=2016-10&nif=phrase&char=251,264
8075	Alan Best (filmmaker)	Spouse	Katrina Best	Section	3	Katrina Best	exact	He is married to British-born writer Katrina Best	http://nif.dbpedia.org/wiki/en/Alan_Best_(filmmaker)?dbpv=2016-10&nif=phrase&char=953,965
8076	Ernest Truex	Spouse	Sylvia Field	Section	2	Sylvia Field	exact	A widower, he married stage actress Mary Jane Barrett, appearing with her in New York in such plays as The Third Little Show, (1931), The Hook-Up (1935), and Fredericka (1937). They had one child, Barry Truex, who had a brief acting career of his own. In 1934, Truex directed, co-produced, and starred in the play Sing and Whistle, which co-starred actress Sylvia Field	http://nif.dbpedia.org/wiki/en/Ernest_Truex?dbpv=2016-10&nif=phrase&char=2860,2872
