number of equals = 2951
number of contains = 176
notInAbstractList = 6906
Appoaches:
	Sbj-Obj = 2313
	Pronoun-Obj = 814
Extraction:
	In Sentence = 2969
	In Paragraph = 158
Blank Sentences = 7
Kind of Match	Section	Extraction	Approach	Blank Sentence	NIF-Anchor	Subject	Relation	Object	Sentence	Context
Contains	Abstract	In Sentence	Pronoun-Obj		Princess Dara Rasmi of Chiang Mai	http://dbpedia.org/resource/Vimolnaka_Nabisi	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Dara_Rasmi	(**her=Vimolnaka Nabisi**): Her mother was Princess Dara Rasmi	Vimolnaka Nabisi (Thai: วิมลนาคนพีสี; rtgs: Wimonnaknaphisi; 2 October 1889 – 21 February 1892), was the Princess of Siam (later Thailand. She was a member of Siamese Royal Family. She is a daughter of Chulalongkorn, King Rama V of Siam. Her mother was Princess Dara Rasmi of Chiang Mai, daughter of Inthawichayanon, the 7th King of Chiang Mai and Queen Thipkraisorn Rajadevi from the Jedton Dynasty (also called House of the Seven Lords). After she was born, she was taken care of by her mother by the Northern style. As she was descendant from the Chiang Mai Royal Family, she was always dressed in the northern costume and lived as the northern lifestyle while living in the compound of the Grand Palace. Princess Vimolnaka Nabisi died on 21 February 1892, at the age of only 2 years 8 months. Brought sadness through her father, and the royal family of both the Siamese and Chiang Mai. Especially her mother, Princess Dara Rasmi, after her only daughter's death, she destroyed all photos and portraits of her and both her husband and daughter. Her ashes were kept besides her mother ashes at Chiang Mai Royal Cemetery, Wat Suandok, and also was divided to keep within the Royal Cemetery, Wat Ratchabophit, Bangkok.	
Equal	Abstract	In Sentence	Sbj-Obj		Lee Mendelson	http://dbpedia.org/resource/Lynda_Mendelson	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Lee_Mendelson	Mendelson is the daughter of Lee Mendelson	Lynda Mendelson (also known as Linda Mendelson) is a former child actress noted for providing the voice of Frieda in several Peanuts animated films during the early 1970s. Later in life she has worked behind the scenes in various capacities within the film production industry. Mendelson is the daughter of Lee Mendelson.	
Contains	Abstract	In Sentence	Sbj-Obj		Lady Margaret de Clare	http://dbpedia.org/resource/Margaret_de_Audley,_2nd_Baroness_Audley	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Margaret_de_Clare	de Audley, 1st Earl of Gloucester by his wife Lady Margaret de Clare	Margaret de Audley, suo jure 2nd Baroness Audley and Countess of Stafford (1318 – between 1347 and 1351) was an English noblewoman. She was the only daughter of Hugh de Audley, 1st Earl of Gloucester by his wife Lady Margaret de Clare. Her mother was the daughter of Joan of Acre, Princess of England; thus making Margaret a great-granddaughter of King Edward I by his first consort, Eleanor of Castile. As the only daughter and heiress of her father, she succeeded to the title of 2nd Baroness Audley [E., 1317] on 10 November 1347.	
Equal	Abstract	In Sentence	Sbj-Obj		Kamran Mirza Nayeb es-Saltaneh	http://dbpedia.org/resource/Malekeh_Jahan	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Kamran_Mirza_Nayeb_es-Saltaneh	Jahan is the daughter of Prince Kamran Mirza Nayeb es-Saltaneh	Malekeh-Jahan (Malekeh-Jahan; 1875–1947) was the queen consort and cousin of Mohammad Ali Shah, and a member of the Qajar dynasty. Jahan is the daughter of Prince Kamran Mirza Nayeb es-Saltaneh and mother of Ahmad Shah Qajar. When she became queen, she naturally was called Queen Jahan. However, Queen Jahan also can be interpreted as Malekeh-ye Jahan or "Queen of the World." After the death of Mohammad Ali Shah she kept the family together in exile in Europe.	
Equal	Abstract	In Sentence	Pronoun-Obj		Vache I	http://dbpedia.org/resource/Urnayr	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Vache_I	(**he=Urnayr**): he followed king Vache I	Urnayr was the king of Caucasian Albania from the Arsacid Dynasty. According to the Albanian historian Movses Kaghankatvatsi who provided a list of the Arsacid kings of Albania, he followed king Vache I and was succeeded by king Vachagan II. King Urnayr went to Syria and accepted Christianity and was baptized around 314 AD by Gregory the Illuminator and tried to spread Christianity in his kingdom through the Church of Caucasian Albania, one of the earliest autocephalous churches in Christianity. He declared Christianity as the state's religion in the 4th century CE. Albania would remain a Christian state until the 8th century.	
Equal	Abstract	In Paragraph	Sbj-Obj		Mikhail, Prince of Abkhazia	http://dbpedia.org/resource/Prince_Giorgi_Mikhailovitch_Shervashidze	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Mikhail,_Prince_of_Abkhazia	Prince Giorgi Mikhailovitch Shervashidze, titular Prince of Abkhazia (b. 1846, d. 1918) was the son of Mikhail, Prince of Abkhazia	Prince Giorgi Mikhailovitch Shervashidze, titular Prince of Abkhazia (b. 1846, d. 1918) was the son of Mikhail, Prince of Abkhazia. He was educated at the Page Corps, Saint Petersburg. Aide-de-camp to Grand Duke Michael Nikolaevich of Russia 1866. Proclaimed as Prince of Abkhazia at Sukhumi, by the people after an uprising against the Russians, 29 July 1866. Arrested and deported to Orenburg. He was granted the right to return to Abkhazia in 1905. He lived the rest of his life in Kutaisi.	
Equal	Abstract	In Sentence	Sbj-Obj		Princess Leopoldina of Brazil	http://dbpedia.org/resource/Prince_Joseph_Ferdinand_of_Saxe-Coburg_and_Gotha	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Princess_Leopoldina_of_Brazil	of Prince Ludwig August of Saxe-Coburg and Gotha and his wife Princess Leopoldina of Brazil	Prince Joseph Ferdinand of Saxe-Coburg and Gotha (full name Joseph Ferdinand Maria Michael Gabriel Raphael Gonzaga; 21 May 1869 - 13 August 1888), known in Brazil as Dom José Fernando, was a prince of the House of Saxe-Coburg and Gotha-Koháry. Born in Leopoldina Palace, Rio de Janeiro, he was the third son of Prince Ludwig August of Saxe-Coburg and Gotha and his wife Princess Leopoldina of Brazil. He died in Wiener Neustadt and is buried at St. Augustin, Coburg.	
Equal	Abstract	In Sentence	Pronoun-Obj		Adam Egede-Nissen	http://dbpedia.org/resource/Gøril_Havrevold	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Adam_Egede-Nissen	(**she=Gøril Havrevold**): She was born in Stavanger; the daughter of Adam Egede-Nissen	Gøril Havrevold, née Egede-Nissen (1914 – 1992) was a Norwegian actress. She was born in Stavanger; the daughter of Adam Egede-Nissen and Georga Wilhelma Ellertsen. Among her sisters are Aud Richter, Gerd Grieg and Ada Kramm, all actors. She was first married to actor Olafr Havrevold, and later to medical doctor Ragnvald Ingebrigtsen. Havrevold made her stage debut at Nationaltheatret in 1932, and worked for this theatre for more than fifty years, acting in a large number of plays. Her film debut was in En glad gutt from 1932, and she also played in Syndere i sommersol from 1934 and in Fant from 1937.	
Equal	Abstract	In Sentence	Pronoun-Obj		al-Adil I	http://dbpedia.org/resource/Al-Awhad_Ayyub	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Al-Adil_I	(**he=Al-Awhad Ayyub**): He was the fourth eldest son of Sultan al-Adil I	Al-Malik al-Awhad Najm ad-Din Ayyub ibn al-Adil Abu Bakr ibn Najm ad-Din Ayyub (died 1210) was the third Ayyubid emir (prince) of the Diyarbakir emirate, centered in Mayyafariqin, between 1200-1210 CE. He was the fourth eldest son of Sultan al-Adil I of Egypt (r. 1200–1218).	
Equal	Abstract	In Sentence	Pronoun-Obj		Joseph Desha	http://dbpedia.org/resource/Isaac_B._Desha	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Joseph_Desha	(**he=Isaac B. Desha**): He was notable as the son of the Kentucky Governor, Joseph Desha	Isaac Bledsoe Desha (January 1, 1802 – August 13, 1828) was a 19th-century American tanner who was convicted of murdering one man in Kentucky, and confessed to murdering another in Texas. He was notable as the son of the Kentucky Governor, Joseph Desha. Shortly after his father's election as governor in 1824, Desha was accused of robbing and killing a man named Francis Baker, who was passing through Kentucky. Circumstantial evidence implicated Desha, who denied the crime. Given the heated political environment of the Old Court-New Court controversy, allies of his father claimed that the governor's political enemies had framed his son. The governor's legislative allies passed legislation providing for a favorable change of venue for the trial, and the governor used his appointment power to ensure that sympathetic judges would hear the case. Isaac Desha was twice convicted, but both times, the judge in the case set aside the verdict on procedural grounds. While awaiting a third trial, Desha attempted suicide by slitting his throat, but doctors saved his life, reconnecting his severed windpipe with a silver tube. Shortly after the suicide attempt, Governor Desha issued a pardon for his son. Isaac Desha left Kentucky and assumed an alias. He went to New Orleans. From there, he traveled with a man named Thomas Early to San Antonio, Texas. When Early went missing during their travels, Desha fell under suspicion. A former Kentuckian living in Texas recognized Desha. Arrested soon after Early's body was found, Desha confessed to the murder after being recognized by a second man from Kentucky. A day before his trial was to start, Desha died of a fever. A legend soon arose that he had faked his death and fled to Hawaii, where he married a native woman and fathered several children. Later historians have debunked that myth.	
Equal	Abstract	In Sentence	Sbj-Obj		Ferdinand, Duke of Parma	http://dbpedia.org/resource/Princess_Carolina_of_Parma	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Ferdinand,_Duke_of_Parma	Carolina was the eldest child of Ferdinand, Duke of Parma	Carolina Maria Teresa Giuseppa of Parma (22 November 1770 – 1 March 1804) was a Princess of Parma by birth, and Princess of Saxony by marriage to Prince Maximilian of Saxony. Carolina was the eldest child of Ferdinand, Duke of Parma and his wife Archduchess Maria Amalia of Austria.	
Equal	Abstract	In Sentence	Pronoun-Obj		Patrick Stirling	http://dbpedia.org/resource/Matthew_Stirling_(railway_engineer)	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Patrick_Stirling	(**he=Matthew Stirling (railway engineer)**): He was the son of Patrick Stirling	Matthew Stirling (1856–1931) was Locomotive Superintendent of the Hull & Barnsley Railway (H&BR). Matthew Stirling was born in Kilmarnock on 27 November 1856. He was the son of Patrick Stirling, the nephew of James Stirling, and grandson of Robert Stirling - all of whom were also famous mechanical engineers.	
Contains	Abstract	In Sentence	Pronoun-Obj		Queen Savang Vadhana	http://dbpedia.org/resource/Sirabhorn_Sobhon	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Savang_Vadhana	(**she=Sirabhorn Sobhon**): She is the 57th daughter of King Chulalongkorn, and the 6th child of Queen Savang Vadhana	Sirabhorn Sobhon (Thai: ศิราภรณ์โสภณ; rtgs: Siraphonsophon; 19 July 1888 – 24 May 1898), was the Princess of Siam (later Thailand). She was a member of Siamese Royal Family. She is a daughter of Chulalongkorn, King Rama V of Siam. Her mother was Queen Savang Vadhana, queen consort and cousin of King Chulalongkorn (later become Queen Sri Savarindira, the Queen Grandmother). She is the 57th daughter of King Chulalongkorn, and the 6th child of Queen Savang Vadhana. She was given the full name from her father as, Sirabhorn Sobhon Bimolratanavadi (Thai: ศิราภรณ์โสภณ พิมลรัตนวดี) She died in her childhood from pneumonia on 24 May 1898, at the age of 9.	
Contains	Abstract	In Sentence	Pronoun-Obj		Queen Savang Vadhana	http://dbpedia.org/resource/Vichitra_Chiraprabha	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Savang_Vadhana	(**she=Vichitra Chiraprabha**): She was the eldest daughter and the third child of King Chulalongkorn and Queen Savang Vadhana	Her Royal Highness Princess Vichitra Chiraprabha or Somdet Phra Chao Boromwongse Ther Chao Fa Vichitra Chiraprabha (RTGS: Vichit Chiraprapha) (Thai: สมเด็จพระเจ้าบรมวงศ์เธอ เจ้าฟ้าวิจิตรจิรประภา) (21 April 1881 – 15 August 1881), was the Princess of Siam (later Thailand). She was a member of Siamese Royal Family. She is a daughter of Chulalongkorn, King Rama V of Siam. Her mother was Queen Savang Vadhana, queen consort and cousin of King Chulalongkorn (later become Queen Sri Savarindira, the Queen Grandmother). She was the eldest daughter and the third child of King Chulalongkorn and Queen Savang Vadhana. She was given the full name from her father as, Vichitra Chiraprabha Adulyadirekratana Khattiyarajakumari (Thai: วิจิตรจิรประภา อดุลยาดิเรกรัตน ขัตติยราชกุมารี) She died in infancy on 15 August 1881, at the age of only 4 months.	
Equal	Abstract	In Sentence	Pronoun-Obj		Blanche Barton	http://dbpedia.org/resource/Satan_Xerxes_Carnacki_LaVey	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Blanche_Barton	(**he=Satan Xerxes Carnacki LaVey**): He was born on November 1, 1993 to Anton and Blanche Barton	Satan Xerxes Carnacki LaVey (sometimes known simply as Xerxes LaVey) is a LaVeyan Satanist and the son of Anton LaVey. He was born on November 1, 1993 to Anton and Blanche Barton. On October 29, 1997 Anton LaVey died of heart failure. On November 7, 1997 Karla LaVey, Xerxes' half-sister, held a press conference to announce the death of Anton LaVey. It was at this time that Blanche Barton and Karla LaVey announced that they would run the Church of Satan as co-High Priestesses. Several days later, Barton produced a hand-written will claiming that LaVey had left all of his belongings, property, writings, and royalties, including the Church of Satan, for their son, to be put in a trust managed by Barton. Karla contested this will, which was later found to be invalid. A settlement was reached in which Anton LaVey’s belongings, writings, and royalties would be split among his three children, Karla, Zeena and Satan, and that Barton would receive the “corporation known as Church of Satan.”	
Equal	Abstract	In Sentence	Sbj-Obj		Béla II of Hungary	http://dbpedia.org/resource/Sophia_of_Hungary_(nun)	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Béla_II_of_Hungary	Sophia (Hungarian: Zsófia) was the elder of the two daughters of King Béla II of Hungary	Sophia (Hungarian: Zsófia) was the elder of the two daughters of King Béla II of Hungary. She was engaged to Henry, a son of Conrad III of Germany. She died as a nun in the Admont Abbey.	
Equal	Abstract	In Sentence	Sbj-Obj		James E. Norris	http://dbpedia.org/resource/Marguerite_Norris	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/James_E._Norris	Marguerite Norris became president of the Detroit Red Wings of the NHL after her father James E. Norris	Marguerite Norris (1927 – May 12, 1994), also known as Marguerite Riker and Marguerite Norris-Riker, was the first female team executive in National Hockey League (NHL) history. Marguerite Norris became president of the Detroit Red Wings of the NHL after her father James E. Norris died in 1952. She remained the team president of the Red Wings from 1952 - 1955. She was the first female chief executive in the history of the National Hockey League and was the first woman to have her name engraved on the Stanley Cup, in both 1954 and 1955. The team finished first in all three seasons she was at the helm. After the championship 1955 season, Marguerite Norris resigned as president of the Red Wings, and her brother Bruce Norris took over running the team. She was the sister of Bruce and James D. Norris. Her father and two brothers are all members of the Hockey Hall of Fame. Along with her husband John J. Riker she was an owner of The Westenhook Farm in Southbury, Connecticut.	
